example_id                                                             | status | run_time        |
./spec/models/team_spec.rb[1:2]                                        | passed | 0.0025 seconds  |
./spec/models/team_spec.rb[1:3]                                        | passed | 0.00232 seconds |
./spec/models/team_spec.rb[1:4]                                        | passed | 0.00206 seconds |
./spec/models/team_spec.rb[1:5]                                        | passed | 0.00093 seconds |
./spec/models/team_spec.rb[1:6]                                        | passed | 0.0021 seconds  |
./spec/models/user_spec.rb[1:1]                                        | passed | 0.01509 seconds |
./spec/models/user_spec.rb[1:2]                                        | passed | 0.01726 seconds |
./spec/models/user_spec.rb[1:3]                                        | passed | 0.0029 seconds  |
./spec/models/user_spec.rb[1:4]                                        | passed | 0.00312 seconds |
./spec/models/user_spec.rb[1:5]                                        | passed | 0.0313 seconds  |
./spec/models/user_spec.rb[1:6]                                        | passed | 0.0323 seconds  |
./spec/models/user_spec.rb[1:7]                                        | passed | 0.00276 seconds |
./spec/models/user_spec.rb[1:8]                                        | passed | 0.01792 seconds |
./spec/models/user_spec.rb[1:9]                                        | passed | 0.01771 seconds |
./spec/models/user_spec.rb[1:10]                                       | passed | 0.0147 seconds  |
./spec/models/user_spec.rb[1:11]                                       | passed | 0.01568 seconds |
